Average_MW	MONO_MW	FORMULA	KEGG_ID	NAME	PUBCHEM_CID	CAS_ID	PATHWAY	hmdbid	super_class	class	sub_class	origin
 146.1445;	 146.0691;	 C5H10N2O3	C00064	 L-Glutamine; L-2-Aminoglutaramic acid;	 PubChem: 3364	 CAS: 56-85-9	" map00220 Arginine biosynthesis; map00230 Purine metabolism; map00240 Pyrimidine metabolism; map00250 Alanine, aspartate and glutamate metabolism; map00470 D-Amino acid metabolism; map00630 Glyoxylate and dicarboxylate metabolism; map00750 Vitamin B6 metabolism; map00910 Nitrogen metabolism; map00970 Aminoacyl-tRNA biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01230 Biosynthesis of amino acids; map01232 Nucleotide metabolism; map01240 Biosynthesis of cofactors; map02010 ABC transporters; map02020 Two-component system; map04724 Glutamatergic synapse; map04727 GABAergic synapse; map04964 Proximal tubule bicarbonate reclamation; map04974 Protein digestion and absorption; map04978 Mineral absorption; map05230 Central carbon metabolism in cancer"	HMDB0000641	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	Endogenous
 146.1445;	 146.0691;	 C5H10N2O3	C00303	 Glutamine; 2-Aminoglutaramic acid;	 PubChem: 3597	 CAS: 6899-04-3	NULL	HMDB0013240	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	Endogenous
 146.1445;	 146.0691;	 C5H10N2O3	C00819	 D-Glutamine; D-2-Aminoglutaramic acid;	 PubChem: 4077	 CAS: 5959-95-5	 map00470 D-Amino acid metabolism; map01100 Metabolic pathways	HMDB0003423	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	Endogenous
 146.1445;	 146.0691;	 C5H10N2O3	C05100	 3-Ureidoisobutyrate;	 PubChem: 7529	NULL	NULL	HMDB0002031	Organic acids and derivatives	Organic carbonic acids and derivatives	Ureas	Endogenous
 146.1445;	 146.0691;	 C5H10N2O3	C16673	" Isoglutamine; 4,5-Diamino-5-oxopentanoic acid; DL-Isoglutamine;"	 PubChem: 51090996	 CAS: 328-48-3	 map00340 Histidine metabolism	NA	NA	NA	NA	NA
 146.1445;	 146.0691;	 C5H10N2O3	C21029	 (R)-3-Ureidoisobutyrate; (R)-N-Carbamyl-beta-aminoisobutyrate;	 PubChem: 254816254	NULL	 map00240 Pyrimidine metabolism; map01100 Metabolic pathways	NA	NA	NA	NA	NA
 178.2095;	 178.0412;	 C5H10N2O3S	C01419	 Cys-Gly; L-Cysteinylglycine;	 PubChem: 4606	 CAS: 19246-18-5	 map00480 Glutathione metabolism; map01100 Metabolic pathways	HMDB0000078	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	Endogenous
 162.2763;	 162.0285;	 C5H10N2S2	C18457	 Dazomet;	 PubChem: 124489131	 CAS: 533-74-4	NULL	HMDB0250885	Organoheterocyclic compounds	Thiadiazinanes	null	null
 186.1719;	 186.0865;	 C5H10N6O2	C19409	 Dinitrosopentamethylenetetramine;	 PubChem: 124490081	 CAS: 101-25-7	NULL	NA	NA	NA	NA	NA
 227.1092;	 227.0195;	 C5H10NO7P	C03287	 L-Glutamyl 5-phosphate; L-Glutamate 5-phosphate;	 PubChem: 6144	NULL	 map00330 Arginine and proline metabolism; map00332 Carbapenem biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01230 Biosynthesis of amino acids	HMDB0001228	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	Endogenous
 227.1092;	 227.0195;	 C5H10NO7P	C03734	 alpha-D-Glutamyl phosphate;	 PubChem: 6497	NULL	NULL	NA	NA	NA	NA	NA
 227.1092;	 227.0195;	 C5H10NO7P	C05765	 L-Glutamyl 1-phosphate; alpha-L-Glutamyl phosphate;	 PubChem: 8060	NULL	NULL	NA	NA	NA	NA	NA
 86.1323;	 86.0732;	 C5H10O	C01390	 Prenol; Prenyl alcohol; 3-Methyl-2-buten-1-ol;	 PubChem: 4583	 CAS: 556-82-1	 map00740 Riboflavin metabolism	HMDB0030124	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Endogenous
 86.1323;	 86.0732;	 C5H10O	C01949	 Pentan-2-one; 2-Pentanone; Methyl propyl ketone;	 PubChem: 5052	 CAS: 107-87-9	NULL	HMDB0034235	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Food
 86.1323;	 86.0732;	 C5H10O	C02020	 Cyclopentanol; Cyclopentyl alcohol;	 PubChem: 5115	 CAS: 96-41-3	NULL	HMDB0302463	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	null
 86.1323;	 86.0732;	 C5H10O	C02223	 2-Methylbutanal; 2-Methylbutyraldehyde;	 PubChem: 5288	 CAS: 96-17-3	NULL	HMDB0031526	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Endogenous
 86.1323;	 86.0732;	 C5H10O	C07329	 3-Methylbutanal; Isovaleraldehyde;	 PubChem: 9537	 CAS: 590-86-3	NULL	HMDB0006478	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Food
 86.1323;	 86.0732;	 C5H10O	C21402	 Isoprenyl alcohol; 2-Methyl-3-buten-2-ol;	 PubChem: 328082945	 CAS: 115-18-4	NULL	HMDB0033854	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Food
 292.0744;	 291.9749;	 C5H10O10P2	C20440	" alpha-D-Ribose 1,2-cyclic phosphate 5-phosphate; 5-Phospho-alpha-D-ribose 1,2-cyclic phosphate;"	 PubChem: 163312177	NULL	 map00440 Phosphonate and phosphinate metabolism; map01100 Metabolic pathways	NA	NA	NA	NA	NA
 102.1317;	 102.0681;	 C5H10O2	C00803	 Pentanoate; Valerate; Pentanoic acid; Valeric acid; Valerianic acid; n-Pentanoate; n-Valeric acid;	 PubChem: 4061	 CAS: 109-52-4	NULL	HMDB0000892	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Endogenous
 102.1317;	 102.0681;	 C5H10O2	C08262	 3-Methylbutanoic acid; Isovaleric acid; Isovalerate;	 PubChem: 10461	 CAS: 503-74-2	 map01065 Biosynthesis of alkaloids derived from histidine and purine; map01110 Biosynthesis of secondary metabolites; map04974 Protein digestion and absorption	HMDB0000718	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Endogenous
 102.1317;	 102.0681;	 C5H10O2	C18319	 2-Methylbutyrate; 2-Methylbutyric acid; 2-Methylbutanoic acid;	 PubChem: 103061501	 CAS: 116-53-0	 map04974 Protein digestion and absorption	HMDB0002176	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Endogenous
 102.1317;	 102.0681;	 C5H10O2	C21713	 Butyl formate;	 PubChem: 350078290	 CAS: 592-84-7	NULL	HMDB0040575	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Food
 134.1967;	 134.0402;	 C5H10O2S	C04022	" S,S-Dimethyl-beta-propiothetin; S-Dimethylsulfonium propionic acid; Dimethylpropiothetin; DMPT; DMSP;"	 PubChem: 6728	 CAS: 7314-30-9	 map00920 Sulfur metabolism; map01100 Metabolic pathways	HMDB0251405	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	null
 118.1311;	 118.063;	 C5H10O3	C02804	 5-Hydroxypentanoate; 5-Hydroxypentanoic acid;	 PubChem: 5754	 CAS: 13392-69-3	NULL	HMDB0061927	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Food
 118.1311;	 118.063;	 C5H10O3	C20827	 3-Hydroxyisovalerate; 3-Hydroxy-3-methylbutyrate;	 PubChem: 254741293	NULL	" map00280 Valine, leucine and isoleucine degradation; map01100 Metabolic pathways"	HMDB0000754	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Endogenous
 150.1961;	 150.0351;	 C5H10O3S	C22315	 (2R)-2-Hydroxy-4-(methylsulfanyl)butanoate;	NULL	NULL	NULL	NA	NA	NA	NA	NA
 134.1305;	 134.0579;	 C5H10O4	C01801	 Deoxyribose; 2-Deoxy-D-erythro-pentose; Thyminose; 2-Deoxy-D-ribose;	 PubChem: 4927	 CAS: 533-67-5	 map00030 Pentose phosphate pathway; map01100 Metabolic pathways	HMDB0003224	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Endogenous
 134.1305;	 134.0579;	 C5H10O4	C02783	 2-Deoxy-L-arabinose;	 PubChem: 5734	NULL	NULL	NA	NA	NA	NA	NA
 134.1305;	 134.0579;	 C5H10O4	C04039	" 2,3-Dihydroxy-3-methylbutanoate; 2,3-Dihydroxy-isovalerate; 2,3-Dihydroxy-isovaleric acid;"	 PubChem: 6741	NULL	NULL	NA	NA	NA	NA	NA
 134.1305;	 134.0579;	 C5H10O4	C04272	" (R)-2,3-Dihydroxy-3-methylbutanoate; (R)-2,3-Dihydroxy-isovalerate; (R)-2,3-Dihydroxy-isovaleric acid; (2R)-2,3-Dihydroxy-3-methylbutanoate; (2R)-2,3-Dihydroxy-3-methylbutanoic acid;"	 PubChem: 6935	NULL	" map00290 Valine, leucine and isoleucine biosynthesis; map00770 Pantothenate and CoA biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01210 2-Oxocarboxylic acid metabolism; map01230 Biosynthesis of amino acids"	HMDB0012141	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Endogenous
 134.1305;	 134.0579;	 C5H10O4	C06257	 1-Deoxy-D-xylulose;	 PubChem: 8496	 CAS: 60299-43-6	NULL	HMDB0001292	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Endogenous
 134.1305;	 134.0579;	 C5H10O4	C08347	 2-Deoxy-alpha-D-ribopyranose;	 PubChem: 10544	 CAS: 36792-85-5	NULL	NA	NA	NA	NA	NA
 134.1305;	 134.0579;	 C5H10O4	C22288	 5-Deoxy-D-ribose;	NULL	NULL	NULL	NA	NA	NA	NA	NA
 198.2605;	 198.0021;	 C5H10O4S2	C11497	 2-Oxopropyl-CoM; 2-(2-Oxopropylthio)ethanesulfonate;	 PubChem: 13667	NULL	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C00121	 D-Ribose;	 PubChem: 3421	 CAS: 50-69-1	 map00030 Pentose phosphate pathway; map01100 Metabolic pathways; map02010 ABC transporters; map02030 Bacterial chemotaxis	HMDB0000283	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Endogenous
 150.1299;	 150.0528;	 C5H10O5	C00181	 D-Xylose; Wood sugar;	 PubChem: 3481	 CAS: 58-86-6	 map00040 Pentose and glucuronate interconversions; map00520 Amino sugar and nucleotide sugar metabolism; map01100 Metabolic pathways; map02010 ABC transporters	HMDB0000098	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Endogenous
 150.1299;	 150.0528;	 C5H10O5	C00216	 D-Arabinose; D-Arabinopyranose;	 PubChem: 3516	 CAS: 10323-20-3 28697-53-2	 map00040 Pentose and glucuronate interconversions; map00053 Ascorbate and aldarate metabolism; map00520 Amino sugar and nucleotide sugar metabolism; map01100 Metabolic pathways; map01250 Biosynthesis of nucleotide sugars	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C00259	 L-Arabinose; L-Arabinopyranose;	 PubChem: 3558	 CAS: 147-81-9	 map00040 Pentose and glucuronate interconversions; map00053 Ascorbate and aldarate metabolism; map00520 Amino sugar and nucleotide sugar metabolism; map01100 Metabolic pathways; map01250 Biosynthesis of nucleotide sugars; map02010 ABC transporters	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C00309	 D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose;	 PubChem: 3603	 CAS: 488-84-6	 map00040 Pentose and glucuronate interconversions; map01100 Metabolic pathways	HMDB0000621	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Endogenous
 150.1299;	 150.0528;	 C5H10O5	C00310	 D-Xylulose; D-threo-Pentulose; D-Lyxulose;	 PubChem: 3604	 CAS: 551-84-8	 map00040 Pentose and glucuronate interconversions; map01100 Metabolic pathways	HMDB0001644	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Endogenous
 150.1299;	 150.0528;	 C5H10O5	C00312	 L-Xylulose; L-threo-Pentulose; L-Lyxulose;	 PubChem: 3606	 CAS: 527-50-4	 map00040 Pentose and glucuronate interconversions; map01100 Metabolic pathways	HMDB0000751	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Endogenous
 150.1299;	 150.0528;	 C5H10O5	C00476	 D-Lyxose;	 PubChem: 3759	 CAS: 1114-34-7	 map00040 Pentose and glucuronate interconversions	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C00508	 L-Ribulose; L-erythro-Pentulose; L-Arabinoketose; L-Arabinulose; L-Riboketose;	 PubChem: 3791	 CAS: 2042-27-5	 map00040 Pentose and glucuronate interconversions; map01100 Metabolic pathways	HMDB0003371	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Endogenous
 150.1299;	 150.0528;	 C5H10O5	C01394	 Xylose;	 PubChem: 4585	 CAS: 25990-60-7	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C01488	 D-Apiose;	 PubChem: 4658	 CAS: 639-97-4	NULL	HMDB0029941	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Endogenous
 150.1299;	 150.0528;	 C5H10O5	C01508	 L-Lyxose;	 PubChem: 4676	 CAS: 1949-78-6	 map00040 Pentose and glucuronate interconversions	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C01510	 L-Xylose; L-Xylofuranose;	 PubChem: 4677	 CAS: 609-06-3	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C02096	 beta-D-Xylose;	 PubChem: 5180	NULL	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C02204	 alpha-D-Lyxose;	 PubChem: 5272	NULL	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C02205	 alpha-D-Xylose; alpha-D-Xylopyranose;	 PubChem: 5273	 CAS: 6763-34-4	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C02479	 beta-L-Arabinopyranose; beta-L-Arabinose;	 PubChem: 5494	 CAS: 7296-56-2	NULL	HMDB0000646	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Endogenous
 150.1299;	 150.0528;	 C5H10O5	C02604	 alpha-L-Arabinopyranose; alpha-L-Arabinose;	 PubChem: 5591	NULL	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C05052	 Ribulose;	 PubChem: 7514	 CAS: 488-84-6	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C06115	 L-Arabinofuranose;	 PubChem: 8377	NULL	NULL	HMDB0012325	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Endogenous
 150.1299;	 150.0528;	 C5H10O5	C08346	 beta-D-Apiose;	 PubChem: 10543	NULL	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C08353	 beta-D-Ribopyranose; Ribose;	 PubChem: 10550	 CAS: 7296-60-8	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C08354	 alpha-D-Ribulose;	 PubChem: 10551	 CAS: 131064-69-2	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C11476	 L-Arabinose;	 PubChem: 13646	 CAS: 5328-37-0	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C16639	 beta-D-Ribofuranose;	 PubChem: 51090965	NULL	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C20569	 beta-L-Arabinofuranose;	 PubChem: 172232306	NULL	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C21040	 D-Apiofuranose; Apiose; 3-C-(Hydroxymethyl)-D-erythofuranose; D-Apiose;	 PubChem: 254816265	NULL	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C21057	 D-Ribose; D-Ribopyranose;	 PubChem: 254816282	NULL	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C21067	 D-Arabinofuranose;	 PubChem: 295369329	NULL	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C21382	" R-THMF; (2R,4S)-2-Methyl-2,3,3,4-tetrahydroxytetrahydrofuran;"	 PubChem: 319902612	NULL	 map02024 Quorum sensing; map02026 Biofilm formation - Escherichia coli	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C22309	" Apulose; 1,3,4-Trihydroxy-3-(hydroxymethyl)butan-2-one;"	NULL	NULL	NULL	NA	NA	NA	NA	NA
 150.1299;	 150.0528;	 C5H10O5	C22501	 alpha-D-Xylulofuranose;	NULL	 CAS: 119241-45-1	NULL	NA	NA	NA	NA	NA
 166.1293;	 166.0477;	 C5H10O6	C00502	 D-Xylonate;	 PubChem: 3785	 CAS: 526-91-0	 map00040 Pentose and glucuronate interconversions; map01100 Metabolic pathways	HMDB0059750	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	null
 166.1293;	 166.0477;	 C5H10O6	C00545	 L-Arabinonate;	 PubChem: 3826	 CAS: 608-53-7	 map00053 Ascorbate and aldarate metabolism; map01100 Metabolic pathways	NA	NA	NA	NA	NA
 166.1293;	 166.0477;	 C5H10O6	C00878	 D-Arabinonate; D-Arabinonic acid;	 PubChem: 4134	 CAS: 488-30-2	 map00053 Ascorbate and aldarate metabolism; map01100 Metabolic pathways	HMDB0000539	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Endogenous
 166.1293;	 166.0477;	 C5H10O6	C01685	 D-Ribonate; D-Ribonic acid;	 PubChem: 4827	NULL	NULL	HMDB0000867	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Endogenous
 166.1293;	 166.0477;	 C5H10O6	C05411	 L-Xylonate; L-Xylonic acid;	 PubChem: 7777	NULL	 map00040 Pentose and glucuronate interconversions; map00053 Ascorbate and aldarate metabolism	HMDB0060256	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	null
 166.1293;	 166.0477;	 C5H10O6	C05412	 L-Lyxonate; L-Lyxonic acid;	 PubChem: 7778	NULL	 map00040 Pentose and glucuronate interconversions; map00053 Ascorbate and aldarate metabolism; map01100 Metabolic pathways	HMDB0060255	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	null
 166.1293;	 166.0477;	 C5H10O6	C22219	 D-Apionate;	 PubChem: 405226410	NULL	NULL	NA	NA	NA	NA	NA
 178.0612;	 177.9975;	 C5H11AsO2	C19331	 Arsenobetaine;	 PubChem: 124490003	 CAS: 64436-13-1	NULL	HMDB0033206	Organometallic compounds	Organometalloid compounds	Organoarsenic compounds	Food
 156.0535;	 155.0269;	 C5H11Cl2N	C07115	 Nitrogen mustard; Mechlorethamine; Chlormethine;	 PubChem: 9326	 CAS: 51-75-2	NULL	HMDB0015025	Organic nitrogen compounds	Organonitrogen compounds	Nitrogen mustard compounds	Environmental
 172.0529;	 171.0218;	 C5H11Cl2NO	C19274	 Nitrogen mustard N-oxide;	 PubChem: 124489946	 CAS: 126-85-2	NULL	HMDB0255650	Organic nitrogen compounds	Organonitrogen compounds	Nitrogen mustard compounds	null
 85.1475;	 85.0891;	 C5H11N	C01746	 Piperidine; Azacyclohexane; Hexahydropyridine;	 PubChem: 4880	 CAS: 110-89-4	" map00960 Tropane, piperidine and pyridine alkaloid biosynthesis; map04974 Protein digestion and absorption"	HMDB0034301	Organoheterocyclic compounds	Piperidines	null	Food
 85.1475;	 85.0891;	 C5H11N	C20809	 (R)-2-Methylpyrrolidine;	 PubChem: 254741276	NULL	NULL	NA	NA	NA	NA	NA
 226.1244;	 226.0355;	 C5H11N2O6P	C21785	 N5-Phospho-L-glutamine;	 PubChem: 354339128	NULL	NULL	NA	NA	NA	NA	NA
 242.1238;	 242.0304;	 C5H11N2O7P	C04111	 3-(Phosphoacetylamido)-L-alanine;	 PubChem: 6801	NULL	NULL	NA	NA	NA	NA	NA
 129.1603;	 129.0902;	 C5H11N3O	C02647	 4-Guanidinobutanal;	 PubChem: 5624	NULL	 map00330 Arginine and proline metabolism; map01100 Metabolic pathways	NA	NA	NA	NA	NA
 129.1603;	 129.0902;	 C5H11N3O	C19778	 (R)-Piperazine-2-carboxamide;	 PubChem: 135626245	NULL	NULL	NA	NA	NA	NA	NA
 129.1603;	 129.0902;	 C5H11N3O	C19782	 (S)-Piperazine-2-carboxamide;	 PubChem: 135626249	NULL	NULL	NA	NA	NA	NA	NA
 145.1597;	 145.0851;	 C5H11N3O2	C01035	 4-Guanidinobutanoate; 4-Guanidinobutyric acid;	 PubChem: 4278	NULL	 map00330 Arginine and proline metabolism; map01100 Metabolic pathways	HMDB0003464	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	Endogenous
 101.1469;	 101.0841;	 C5H11NO	C01842	 Pentanamide; Valeramide;	 PubChem: 4960	 CAS: 626-97-1	NULL	HMDB0256275	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	null
 101.1469;	 101.0841;	 C5H11NO	C03982	 2-Methylpropanal O-methyloxime; Isobutyraldoxime O-methyl ether;	 PubChem: 6699	 CAS: 72705-01-2	NULL	NA	NA	NA	NA	NA
 101.1469;	 101.0841;	 C5H11NO	C10974	 4-Methylaminobutanal;	 PubChem: 13157	NULL	NULL	NA	NA	NA	NA	NA
 101.1469;	 101.0841;	 C5H11NO	C12455	 5-Aminopentanal;	 PubChem: 582845	NULL	" map00310 Lysine degradation; map00960 Tropane, piperidine and pyridine alkaloid biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01120 Microbial metabolism in diverse environments"	HMDB0012815	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Endogenous
 101.1469;	 101.0841;	 C5H11NO	C17255	 3-Methylbutyraldehyde oxime;	 PubChem: 96023662	 CAS: 626-90-4	 map00966 Glucosinolate biosynthesis; map01110 Biosynthesis of secondary metabolites; map01210 2-Oxocarboxylic acid metabolism	NA	NA	NA	NA	NA
 101.1469;	 101.0841;	 C5H11NO	C19491	 (E)-2-Methylbutanal oxime;	 PubChem: 124490163	NULL	 map00460 Cyanoamino acid metabolism; map00966 Glucosinolate biosynthesis; map01110 Biosynthesis of secondary metabolites; map01210 2-Oxocarboxylic acid metabolism	NA	NA	NA	NA	NA
 101.1469;	 101.0841;	 C5H11NO	C20312	 (Z)-2-Methylbutanal oxime;	 PubChem: 163312050	NULL	 map00460 Cyanoamino acid metabolism; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 117.1463;	 117.079;	 C5H11NO2	C00183	 L-Valine; 2-Amino-3-methylbutyric acid;	 PubChem: 3483	 CAS: 72-18-4	" map00280 Valine, leucine and isoleucine degradation; map00290 Valine, leucine and isoleucine biosynthesis; map00311 Penicillin and cephalosporin biosynthesis; map00460 Cyanoamino acid metabolism; map00770 Pantothenate and CoA biosynthesis; map00966 Glucosinolate biosynthesis; map00970 Aminoacyl-tRNA biosynthesis; map01060 Biosynthesis of plant secondary metabolites; map01063 Biosynthesis of alkaloids derived from shikimate pathway; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01210 2-Oxocarboxylic acid metabolism; map01230 Biosynthesis of amino acids; map01240 Biosynthesis of cofactors; map02010 ABC transporters; map04974 Protein digestion and absorption; map04978 Mineral absorption; map05230 Central carbon metabolism in cancer"	HMDB0000883	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	Food
 117.1463;	 117.079;	 C5H11NO2	C00431	 5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid;	 PubChem: 3720	 CAS: 660-88-8	 map00310 Lysine degradation; map00330 Arginine and proline metabolism; map00470 D-Amino acid metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	HMDB0003355	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	Endogenous
 117.1463;	 117.079;	 C5H11NO2	C00719	" Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate;"	 PubChem: 3985	 CAS: 107-43-7	" map00260 Glycine, serine and threonine metabolism; map01100 Metabolic pathways; map02010 ABC transporters"	NA	NA	NA	NA	NA
 117.1463;	 117.079;	 C5H11NO2	C01799	 D-Norvaline; D-2-Aminovaleric acid; D-2-Aminopentanoic acid;	 PubChem: 4925	 CAS: 2013-12-9	NULL	HMDB0013716	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	Endogenous
 117.1463;	 117.079;	 C5H11NO2	C01826	 L-Norvaline; L-2-Aminovaleric acid; L-2-Aminopentanoic acid; (S)-2-Aminopentanoic acid;	 PubChem: 4949	 CAS: 6600-40-4	NULL	NA	NA	NA	NA	NA
 117.1463;	 117.079;	 C5H11NO2	C03571	 2-Amino-2-methylbutanoate;	 PubChem: 6363	NULL	NULL	NA	NA	NA	NA	NA
 117.1463;	 117.079;	 C5H11NO2	C06417	 D-Valine; (R)-2-Amino-3-methylbutyric acid;	 PubChem: 8652	 CAS: 640-68-6	NULL	NA	NA	NA	NA	NA
 117.1463;	 117.079;	 C5H11NO2	C07457	 Amyl nitrite; Isoamyl nitrite;	 PubChem: 9660	 CAS: 110-46-3	NULL	HMDB0001382	Organic nitrogen compounds	Organonitrogen compounds	Organic nitroso compounds	null
 117.1463;	 117.079;	 C5H11NO2	C15987	 4-Methylaminobutyrate; gamma-N-Methylaminobutyrate;	 PubChem: 47205300	 CAS: 1119-48-8	 map00760 Nicotinate and nicotinamide metabolism; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	NA	NA	NA	NA	NA
 117.1463;	 117.079;	 C5H11NO2	C16436	 Valine;	 PubChem: 47205733	 CAS: 516-06-3	NULL	HMDB0250806	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	null
 149.2113;	 149.051;	 C5H11NO2S	C00073	 L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid;	 PubChem: 3373	 CAS: 63-68-3	 map00270 Cysteine and methionine metabolism; map00470 D-Amino acid metabolism; map00966 Glucosinolate biosynthesis; map00970 Aminoacyl-tRNA biosynthesis; map00999 Biosynthesis of various plant secondary metabolites; map01060 Biosynthesis of plant secondary metabolites; map01070 Biosynthesis of plant hormones; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map01210 2-Oxocarboxylic acid metabolism; map01230 Biosynthesis of amino acids; map01240 Biosynthesis of cofactors; map01523 Antifolate resistance; map04974 Protein digestion and absorption; map04978 Mineral absorption; map05230 Central carbon metabolism in cancer	HMDB0000696	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	Endogenous
